Input	Input Type	MGI Gene/Marker ID	MP ID	Term
FOS	current symbol	MGI:95574	MP:0003313	abnormal locomotor activation
FOS	current symbol	MGI:95574	MP:0003427	parakeratosis
FOS	current symbol	MGI:95574	MP:0003447	decreased tumor growth/size
FOS	current symbol	MGI:95574	MP:0003448	abnormal tumor morphology
FOS	current symbol	MGI:95574	MP:0003662	abnormal long bone epiphyseal plate proliferative zone
FOS	current symbol	MGI:95574	MP:0003721	increased tumor growth/size
FOS	current symbol	MGI:95574	MP:0003723	abnormal long bone morphology
FOS	current symbol	MGI:95574	MP:0003797	abnormal compact bone morphology
FOS	current symbol	MGI:95574	MP:0004179	transmission ratio distortion
FOS	current symbol	MGI:95574	MP:0004200	decreased fetal size
FOS	current symbol	MGI:95574	MP:0004214	abnormal long bone diaphysis morphology
FOS	current symbol	MGI:95574	MP:0004499	increased incidence of tumors by chemical induction
FOS	current symbol	MGI:95574	MP:0004686	decreased length of long bones
FOS	current symbol	MGI:95574	MP:0004921	decreased placenta weight
FOS	current symbol	MGI:95574	MP:0004924	abnormal behavior
FOS	current symbol	MGI:95574	MP:0004947	skin inflammation
FOS	current symbol	MGI:95574	MP:0004985	decreased osteoclast cell number
FOS	current symbol	MGI:95574	MP:0004989	decreased osteoblast cell number
FOS	current symbol	MGI:95574	MP:0005015	increased T cell number
FOS	current symbol	MGI:95574	MP:0005017	decreased B cell number
FOS	current symbol	MGI:95574	MP:0005092	decreased double-positive T cell number
FOS	current symbol	MGI:95574	MP:0005551	abnormal eye electrophysiology
FOS	current symbol	MGI:95574	MP:0006042	increased apoptosis
FOS	current symbol	MGI:95574	MP:0006043	decreased apoptosis
FOS	current symbol	MGI:95574	MP:0006325	impaired hearing
FOS	current symbol	MGI:95574	MP:0006359	absent startle reflex
FOS	current symbol	MGI:95574	MP:0006397	disorganized long bone epiphyseal plate
FOS	current symbol	MGI:95574	MP:0008074	increased CD4-positive, alpha beta T cell number
FOS	current symbol	MGI:95574	MP:0008075	decreased CD4-positive, alpha beta T cell number
FOS	current symbol	MGI:95574	MP:0008143	abnormal dendrite morphology
FOS	current symbol	MGI:95574	MP:0008396	abnormal osteoclast differentiation
FOS	current symbol	MGI:95574	MP:0008453	decreased retinal rod cell number
FOS	current symbol	MGI:95574	MP:0008489	slow postnatal weight gain
FOS	current symbol	MGI:95574	MP:0008515	thin retinal outer nuclear layer
FOS	current symbol	MGI:95574	MP:0008553	increased circulating tumor necrosis factor level
FOS	current symbol	MGI:95574	MP:0008560	increased tumor necrosis factor secretion
FOS	current symbol	MGI:95574	MP:0008593	increased circulating interleukin-10 level
FOS	current symbol	MGI:95574	MP:0008596	increased circulating interleukin-6 level
FOS	current symbol	MGI:95574	MP:0008661	decreased interleukin-10 secretion
FOS	current symbol	MGI:95574	MP:0008705	increased interleukin-6 secretion
FOS	current symbol	MGI:95574	MP:0008735	increased susceptibility to endotoxin shock
FOS	current symbol	MGI:95574	MP:0008946	abnormal neuron number
FOS	current symbol	MGI:95574	MP:0009339	decreased splenocyte number
FOS	current symbol	MGI:95574	MP:0009431	decreased fetal weight
FOS	current symbol	MGI:95574	MP:0009583	increased keratinocyte proliferation
FOS	current symbol	MGI:95574	MP:0009712	impaired conditioned place preference behavior
FOS	current symbol	MGI:95574	MP:0009763	increased sensitivity to induced morbidity/mortality
FOS	current symbol	MGI:95574	MP:0009764	decreased sensitivity to induced morbidity/mortality
FOS	current symbol	MGI:95574	MP:0010024	increased total body fat amount
FOS	current symbol	MGI:95574	MP:0010784	abnormal forestomach morphology
FOS	current symbol	MGI:95574	MP:0010868	increased bone trabecula number
FOS	current symbol	MGI:95574	MP:0010875	increased bone volume
FOS	current symbol	MGI:95574	MP:0011078	increased macrophage cytokine production
FOS	current symbol	MGI:95574	MP:0011080	increased macrophage apoptosis
FOS	current symbol	MGI:95574	MP:0011088	neonatal lethality, incomplete penetrance
FOS	current symbol	MGI:95574	MP:0011090	perinatal lethality, incomplete penetrance
FOS	current symbol	MGI:95574	MP:0030006	decreased retinal apoptosis
FOS	current symbol	MGI:95574	MP:0030505	tooth impaction
FOS	current symbol	MGI:95574	MP:0030610	absent teeth
LPIN1	current symbol	MGI:1891340	MP:0000183	decreased circulating LDL cholesterol level
LPIN1	current symbol	MGI:1891340	MP:0000187	abnormal triglyceride level
LPIN1	current symbol	MGI:1891340	MP:0000272	abnormal aorta morphology
LPIN1	current symbol	MGI:1891340	MP:0000420	ruffled hair
LPIN1	current symbol	MGI:1891340	MP:0000424	retarded hair growth
LPIN1	current symbol	MGI:1891340	MP:0000599	enlarged liver
LPIN1	current symbol	MGI:1891340	MP:0000603	pale liver
LPIN1	current symbol	MGI:1891340	MP:0000745	tremors
LPIN1	current symbol	MGI:1891340	MP:0000920	abnormal myelination
LPIN1	current symbol	MGI:1891340	MP:0000921	demyelination
LPIN1	current symbol	MGI:1891340	MP:0000958	peripheral nervous system degeneration
LPIN1	current symbol	MGI:1891340	MP:0001105	abnormal PNS glial cell morphology
LPIN1	current symbol	MGI:1891340	MP:0001106	abnormal Schwann cell morphology
LPIN1	current symbol	MGI:1891340	MP:0001262	decreased body weight
LPIN1	current symbol	MGI:1891340	MP:0001265	decreased body size
LPIN1	current symbol	MGI:1891340	MP:0001270	distended abdomen
LPIN1	current symbol	MGI:1891340	MP:0001406	abnormal gait
LPIN1	current symbol	MGI:1891340	MP:0001511	disheveled coat
LPIN1	current symbol	MGI:1891340	MP:0001513	limb grasping
LPIN1	current symbol	MGI:1891340	MP:0001516	abnormal motor coordination/balance
LPIN1	current symbol	MGI:1891340	MP:0001524	impaired limb coordination
LPIN1	current symbol	MGI:1891340	MP:0001547	abnormal lipid level
LPIN1	current symbol	MGI:1891340	MP:0001552	increased circulating triglyceride level
LPIN1	current symbol	MGI:1891340	MP:0001556	increased circulating HDL cholesterol level
LPIN1	current symbol	MGI:1891340	MP:0001925	male infertility
LPIN1	current symbol	MGI:1891340	MP:0001926	female infertility
LPIN1	current symbol	MGI:1891340	MP:0002073	abnormal hair growth
LPIN1	current symbol	MGI:1891340	MP:0002078	abnormal glucose homeostasis
LPIN1	current symbol	MGI:1891340	MP:0002079	increased circulating insulin level
LPIN1	current symbol	MGI:1891340	MP:0002083	premature death
LPIN1	current symbol	MGI:1891340	MP:0002118	abnormal lipid homeostasis
LPIN1	current symbol	MGI:1891340	MP:0002272	abnormal nervous system electrophysiology
LPIN1	current symbol	MGI:1891340	MP:0002628	hepatic steatosis
LPIN1	current symbol	MGI:1891340	MP:0002651	abnormal sciatic nerve morphology
LPIN1	current symbol	MGI:1891340	MP:0002971	abnormal brown adipose tissue morphology
LPIN1	current symbol	MGI:1891340	MP:0003059	decreased insulin secretion
LPIN1	current symbol	MGI:1891340	MP:0003383	abnormal gluconeogenesis
LPIN1	current symbol	MGI:1891340	MP:0003871	abnormal myelin sheath morphology
LPIN1	current symbol	MGI:1891340	MP:0003961	decreased lean body mass
LPIN1	current symbol	MGI:1891340	MP:0003975	increased circulating VLDL triglyceride level
LPIN1	current symbol	MGI:1891340	MP:0003982	increased cholesterol level
LPIN1	current symbol	MGI:1891340	MP:0004129	abnormal respiratory quotient
LPIN1	current symbol	MGI:1891340	MP:0004777	abnormal phospholipid level
LPIN1	current symbol	MGI:1891340	MP:0005146	decreased circulating VLDL cholesterol level
LPIN1	current symbol	MGI:1891340	MP:0005266	abnormal metabolism
LPIN1	current symbol	MGI:1891340	MP:0005278	abnormal cholesterol homeostasis
LPIN1	current symbol	MGI:1891340	MP:0005281	increased fatty acid level
LPIN1	current symbol	MGI:1891340	MP:0005282	decreased fatty acid level
LPIN1	current symbol	MGI:1891340	MP:0005293	impaired glucose tolerance
LPIN1	current symbol	MGI:1891340	MP:0005317	increased triglyceride level
LPIN1	current symbol	MGI:1891340	MP:0005318	decreased triglyceride level
LPIN1	current symbol	MGI:1891340	MP:0005319	abnormal enzyme/coenzyme level
LPIN1	current symbol	MGI:1891340	MP:0005331	insulin resistance
LPIN1	current symbol	MGI:1891340	MP:0005334	abnormal fat pad morphology
LPIN1	current symbol	MGI:1891340	MP:0005402	abnormal action potential
LPIN1	current symbol	MGI:1891340	MP:0005404	abnormal axon morphology
LPIN1	current symbol	MGI:1891340	MP:0005405	axon degeneration
LPIN1	current symbol	MGI:1891340	MP:0005440	increased glycogen level
LPIN1	current symbol	MGI:1891340	MP:0005559	increased circulating glucose level
LPIN1	current symbol	MGI:1891340	MP:0005584	abnormal enzyme/coenzyme activity
LPIN1	current symbol	MGI:1891340	MP:0005668	decreased circulating leptin level
LPIN1	current symbol	MGI:1891340	MP:0005670	abnormal white adipose tissue physiology
LPIN1	current symbol	MGI:1891340	MP:0006319	abnormal epididymal fat pad morphology
LPIN1	current symbol	MGI:1891340	MP:0006379	abnormal spermatocyte morphology
LPIN1	current symbol	MGI:1891340	MP:0008770	decreased survivor rate
LPIN1	current symbol	MGI:1891340	MP:0008814	decreased nerve conduction velocity
LPIN1	current symbol	MGI:1891340	MP:0008976	delayed female fertility
LPIN1	current symbol	MGI:1891340	MP:0009115	abnormal fat cell morphology
LPIN1	current symbol	MGI:1891340	MP:0009122	decreased white fat cell lipid droplet size
LPIN1	current symbol	MGI:1891340	MP:0009125	decreased brown fat cell lipid droplet size
LPIN1	current symbol	MGI:1891340	MP:0009289	decreased epididymal fat pad weight
LPIN1	current symbol	MGI:1891340	MP:0009293	decreased inguinal fat pad weight
LPIN1	current symbol	MGI:1891340	MP:0009295	decreased interscapular fat pad weight
LPIN1	current symbol	MGI:1891340	MP:0009355	increased liver triglyceride level
LPIN1	current symbol	MGI:1891340	MP:0010052	increased grip strength
LPIN1	current symbol	MGI:1891340	MP:0011084	lethality at weaning, incomplete penetrance
LPIN1	current symbol	MGI:1891340	MP:0011086	postnatal lethality, incomplete penetrance
LPIN1	current symbol	MGI:1891340	MP:0011579	decreased lipoprotein lipase activity
LPIN1	current symbol	MGI:1891340	MP:0011582	decreased triglyceride lipase activity
LPIN1	current symbol	MGI:1891340	MP:0011591	decreased hormone-sensitive lipase activity
LPIN1	current symbol	MGI:1891340	MP:0011698	abnormal brown adipose tissue physiology
LPIN1	current symbol	MGI:1891340	MP:0014143	decreased body fat mass
LPIN1	current symbol	MGI:1891340	MP:0014146	decreased white adipose tissue mass
LPIN1	current symbol	MGI:1891340	MP:0014169	decreased brown adipose tissue mass
LPIN1	current symbol	MGI:1891340	MP:0030863	decreased joint mobility
PPARG	current symbol	MGI:97747	MP:0000013	abnormal adipose tissue distribution
PPARG	current symbol	MGI:97747	MP:0000062	increased bone mineral density
PPARG	current symbol	MGI:97747	MP:0000065	abnormal bone marrow cavity morphology
PPARG	current symbol	MGI:97747	MP:0000130	abnormal trabecular bone morphology
PPARG	current symbol	MGI:97747	MP:0000168	abnormal bone marrow development
PPARG	current symbol	MGI:97747	MP:0000187	abnormal triglyceride level
PPARG	current symbol	MGI:97747	MP:0000208	decreased hematocrit
PPARG	current symbol	MGI:97747	MP:0000231	hypertension
PPARG	current symbol	MGI:97747	MP:0000240	extramedullary hematopoiesis
PPARG	current symbol	MGI:97747	MP:0000267	abnormal heart development
PPARG	current symbol	MGI:97747	MP:0000276	heart right ventricle hypertrophy
PPARG	current symbol	MGI:97747	MP:0000278	abnormal myocardial fiber morphology
PPARG	current symbol	MGI:97747	MP:0000280	thin ventricular wall
PPARG	current symbol	MGI:97747	MP:0000333	decreased bone marrow cell number
PPARG	current symbol	MGI:97747	MP:0000377	abnormal hair follicle morphology
PPARG	current symbol	MGI:97747	MP:0000427	abnormal hair cycle
PPARG	current symbol	MGI:97747	MP:0000484	abnormal pulmonary artery morphology
PPARG	current symbol	MGI:97747	MP:0000599	enlarged liver
PPARG	current symbol	MGI:97747	MP:0000603	pale liver
PPARG	current symbol	MGI:97747	MP:0000607	abnormal hepatocyte morphology
PPARG	current symbol	MGI:97747	MP:0000649	sebaceous gland atrophy
PPARG	current symbol	MGI:97747	MP:0000689	abnormal spleen morphology
PPARG	current symbol	MGI:97747	MP:0000691	enlarged spleen
PPARG	current symbol	MGI:97747	MP:0001190	reddish skin
PPARG	current symbol	MGI:97747	MP:0001195	flaky skin
PPARG	current symbol	MGI:97747	MP:0001242	hyperkeratosis
PPARG	current symbol	MGI:97747	MP:0001259	abnormal body weight
PPARG	current symbol	MGI:97747	MP:0001262	decreased body weight
PPARG	current symbol	MGI:97747	MP:0001399	hyperactivity
PPARG	current symbol	MGI:97747	MP:0001406	abnormal gait
PPARG	current symbol	MGI:97747	MP:0001412	excessive scratching
PPARG	current symbol	MGI:97747	MP:0001510	abnormal coat appearance
PPARG	current symbol	MGI:97747	MP:0001548	hyperlipidemia
PPARG	current symbol	MGI:97747	MP:0001552	increased circulating triglyceride level
PPARG	current symbol	MGI:97747	MP:0001554	increased circulating free fatty acid level
PPARG	current symbol	MGI:97747	MP:0001559	hyperglycemia
PPARG	current symbol	MGI:97747	MP:0001573	abnormal circulating alanine transaminase level
PPARG	current symbol	MGI:97747	MP:0001599	abnormal blood volume
PPARG	current symbol	MGI:97747	MP:0001613	abnormal vasodilation
PPARG	current symbol	MGI:97747	MP:0001625	cardiac hypertrophy
PPARG	current symbol	MGI:97747	MP:0001661	extended life span
PPARG	current symbol	MGI:97747	MP:0001698	decreased embryo size
PPARG	current symbol	MGI:97747	MP:0001711	abnormal placenta morphology
PPARG	current symbol	MGI:97747	MP:0001712	abnormal placenta development
PPARG	current symbol	MGI:97747	MP:0001715	placental labyrinth hypoplasia
PPARG	current symbol	MGI:97747	MP:0001716	abnormal placenta labyrinth morphology
PPARG	current symbol	MGI:97747	MP:0001732	postnatal growth retardation
PPARG	current symbol	MGI:97747	MP:0001780	decreased brown adipose tissue amount
PPARG	current symbol	MGI:97747	MP:0001781	abnormal white adipose tissue amount
PPARG	current symbol	MGI:97747	MP:0001783	decreased white adipose tissue amount
PPARG	current symbol	MGI:97747	MP:0001798	impaired macrophage phagocytosis
PPARG	current symbol	MGI:97747	MP:0001800	abnormal humoral immune response
PPARG	current symbol	MGI:97747	MP:0001921	reduced fertility
PPARG	current symbol	MGI:97747	MP:0001923	reduced female fertility
PPARG	current symbol	MGI:97747	MP:0001926	female infertility
PPARG	current symbol	MGI:97747	MP:0001935	decreased litter size
PPARG	current symbol	MGI:97747	MP:0002060	abnormal skin morphology
PPARG	current symbol	MGI:97747	MP:0002078	abnormal glucose homeostasis
PPARG	current symbol	MGI:97747	MP:0002079	increased circulating insulin level
PPARG	current symbol	MGI:97747	MP:0002080	prenatal lethality
PPARG	current symbol	MGI:97747	MP:0002083	premature death
PPARG	current symbol	MGI:97747	MP:0002118	abnormal lipid homeostasis
PPARG	current symbol	MGI:97747	MP:0002135	abnormal kidney morphology
PPARG	current symbol	MGI:97747	MP:0002169	no abnormal phenotype detected
PPARG	current symbol	MGI:97747	MP:0002189	abnormal myocardial trabeculae morphology
PPARG	current symbol	MGI:97747	MP:0002310	decreased susceptibility to hepatic steatosis
PPARG	current symbol	MGI:97747	MP:0002397	abnormal bone marrow morphology
PPARG	current symbol	MGI:97747	MP:0002398	abnormal bone marrow cell morphology/development
PPARG	current symbol	MGI:97747	MP:0002451	abnormal macrophage physiology
PPARG	current symbol	MGI:97747	MP:0002459	abnormal B cell physiology
PPARG	current symbol	MGI:97747	MP:0002493	increased IgG level
PPARG	current symbol	MGI:97747	MP:0002494	increased IgM level
PPARG	current symbol	MGI:97747	MP:0002596	abnormal hematocrit
PPARG	current symbol	MGI:97747	MP:0002628	hepatic steatosis
PPARG	current symbol	MGI:97747	MP:0002644	decreased circulating triglyceride level
PPARG	current symbol	MGI:97747	MP:0002652	thin myocardium
PPARG	current symbol	MGI:97747	MP:0002655	abnormal keratinocyte morphology
PPARG	current symbol	MGI:97747	MP:0002702	decreased circulating free fatty acid level
PPARG	current symbol	MGI:97747	MP:0002727	decreased circulating insulin level
PPARG	current symbol	MGI:97747	MP:0002743	glomerulonephritis
PPARG	current symbol	MGI:97747	MP:0002790	decreased circulating follicle stimulating hormone level
PPARG	current symbol	MGI:97747	MP:0002792	abnormal retinal vasculature morphology
PPARG	current symbol	MGI:97747	MP:0002842	increased systemic arterial blood pressure
PPARG	current symbol	MGI:97747	MP:0002843	decreased systemic arterial blood pressure
PPARG	current symbol	MGI:97747	MP:0002871	albuminuria
PPARG	current symbol	MGI:97747	MP:0002891	increased insulin sensitivity
PPARG	current symbol	MGI:97747	MP:0002962	increased urine protein level
PPARG	current symbol	MGI:97747	MP:0002970	abnormal white adipose tissue morphology
PPARG	current symbol	MGI:97747	MP:0002971	abnormal brown adipose tissue morphology
PPARG	current symbol	MGI:97747	MP:0002981	increased liver weight
PPARG	current symbol	MGI:97747	MP:0003068	enlarged kidney
PPARG	current symbol	MGI:97747	MP:0003157	impaired muscle relaxation
PPARG	current symbol	MGI:97747	MP:0003724	increased susceptibility to induced arthritis
PPARG	current symbol	MGI:97747	MP:0003725	increased autoantibody level
PPARG	current symbol	MGI:97747	MP:0003795	abnormal bone structure
PPARG	current symbol	MGI:97747	MP:0003846	matted coat
PPARG	current symbol	MGI:97747	MP:0003881	abnormal nephron morphology
PPARG	current symbol	MGI:97747	MP:0003917	increased kidney weight
PPARG	current symbol	MGI:97747	MP:0003984	embryonic growth retardation
PPARG	current symbol	MGI:97747	MP:0004003	abnormal vascular endothelial cell physiology
PPARG	current symbol	MGI:97747	MP:0004499	increased incidence of tumors by chemical induction
PPARG	current symbol	MGI:97747	MP:0004560	abnormal chorionic plate morphology
PPARG	current symbol	MGI:97747	MP:0004564	enlarged myocardial fiber
PPARG	current symbol	MGI:97747	MP:0004762	increased anti-double stranded DNA antibody level
PPARG	current symbol	MGI:97747	MP:0004771	increased anti-single stranded DNA antibody level
PPARG	current symbol	MGI:97747	MP:0004794	increased anti-nuclear antigen antibody level
PPARG	current symbol	MGI:97747	MP:0004799	increased susceptibility to experimental autoimmune encephalomyelitis
PPARG	current symbol	MGI:97747	MP:0004875	increased mean systemic arterial blood pressure
PPARG	current symbol	MGI:97747	MP:0004947	skin inflammation
PPARG	current symbol	MGI:97747	MP:0004982	abnormal osteoclast morphology
PPARG	current symbol	MGI:97747	MP:0004985	decreased osteoclast cell number
PPARG	current symbol	MGI:97747	MP:0004988	increased osteoblast cell number
PPARG	current symbol	MGI:97747	MP:0005031	abnormal trophoblast layer morphology
PPARG	current symbol	MGI:97747	MP:0005033	abnormal trophoblast giant cell morphology
PPARG	current symbol	MGI:97747	MP:0005076	abnormal cell differentiation
PPARG	current symbol	MGI:97747	MP:0005114	premature hair loss
PPARG	current symbol	MGI:97747	MP:0005133	increased luteinizing hormone level
PPARG	current symbol	MGI:97747	MP:0005154	increased B cell proliferation
PPARG	current symbol	MGI:97747	MP:0005164	abnormal response to injury
PPARG	current symbol	MGI:97747	MP:0005178	increased circulating cholesterol level
PPARG	current symbol	MGI:97747	MP:0005179	decreased circulating cholesterol level
PPARG	current symbol	MGI:97747	MP:0005215	abnormal pancreatic islet morphology
PPARG	current symbol	MGI:97747	MP:0005292	improved glucose tolerance
PPARG	current symbol	MGI:97747	MP:0005293	impaired glucose tolerance
PPARG	current symbol	MGI:97747	MP:0005317	increased triglyceride level
PPARG	current symbol	MGI:97747	MP:0005325	abnormal renal glomerulus morphology
PPARG	current symbol	MGI:97747	MP:0005331	insulin resistance
PPARG	current symbol	MGI:97747	MP:0005333	decreased heart rate
PPARG	current symbol	MGI:97747	MP:0005335	abnormal gonadal fat pad morphology
PPARG	current symbol	MGI:97747	MP:0005336	abnormal inguinal fat pad morphology
PPARG	current symbol	MGI:97747	MP:0005343	increased circulating aspartate transaminase level
PPARG	current symbol	MGI:97747	MP:0005346	abnormal circulating aldosterone level
PPARG	current symbol	MGI:97747	MP:0005459	decreased percent body fat/body weight
PPARG	current symbol	MGI:97747	MP:0005491	pancreatic islet hyperplasia
PPARG	current symbol	MGI:97747	MP:0005533	increased body temperature
PPARG	current symbol	MGI:97747	MP:0005534	decreased body temperature
PPARG	current symbol	MGI:97747	MP:0005559	increased circulating glucose level
PPARG	current symbol	MGI:97747	MP:0005659	decreased susceptibility to diet-induced obesity
PPARG	current symbol	MGI:97747	MP:0005666	abnormal adipose tissue physiology
PPARG	current symbol	MGI:97747	MP:0005668	decreased circulating leptin level
PPARG	current symbol	MGI:97747	MP:0005669	increased circulating leptin level
PPARG	current symbol	MGI:97747	MP:0005670	abnormal white adipose tissue physiology
PPARG	current symbol	MGI:97747	MP:0006086	decreased body mass index
PPARG	current symbol	MGI:97747	MP:0006094	increased fat cell size
PPARG	current symbol	MGI:97747	MP:0006269	abnormal mammary gland growth during pregnancy
PPARG	current symbol	MGI:97747	MP:0006274	abnormal urine sodium level
PPARG	current symbol	MGI:97747	MP:0006319	abnormal epididymal fat pad morphology
PPARG	current symbol	MGI:97747	MP:0006320	abnormal interscapular fat pad morphology
PPARG	current symbol	MGI:97747	MP:0008059	abnormal podocyte foot process morphology
PPARG	current symbol	MGI:97747	MP:0008139	fused podocyte foot processes
PPARG	current symbol	MGI:97747	MP:0008244	abnormal peritoneal macrophage morphology
PPARG	current symbol	MGI:97747	MP:0008271	abnormal bone ossification
PPARG	current symbol	MGI:97747	MP:0008395	abnormal osteoblast differentiation
PPARG	current symbol	MGI:97747	MP:0008396	abnormal osteoclast differentiation
PPARG	current symbol	MGI:97747	MP:0008489	slow postnatal weight gain
PPARG	current symbol	MGI:97747	MP:0008541	leukostasis
PPARG	current symbol	MGI:97747	MP:0008566	increased interferon-gamma secretion
PPARG	current symbol	MGI:97747	MP:0008687	increased interleukin-2 secretion
PPARG	current symbol	MGI:97747	MP:0008788	abnormal fetal cardiomyocyte morphology
PPARG	current symbol	MGI:97747	MP:0008803	abnormal placental labyrinth vasculature morphology
PPARG	current symbol	MGI:97747	MP:0008843	absent subcutaneous adipose tissue
PPARG	current symbol	MGI:97747	MP:0008844	decreased subcutaneous adipose tissue amount
PPARG	current symbol	MGI:97747	MP:0008858	abnormal hair cycle anagen phase
PPARG	current symbol	MGI:97747	MP:0008861	abnormal hair shedding
PPARG	current symbol	MGI:97747	MP:0008872	abnormal physiological response to xenobiotic
PPARG	current symbol	MGI:97747	MP:0008907	decreased total fat pad weight
PPARG	current symbol	MGI:97747	MP:0009004	progressive hair loss
PPARG	current symbol	MGI:97747	MP:0009010	abnormal diestrus
PPARG	current symbol	MGI:97747	MP:0009110	pancreas hyperplasia
PPARG	current symbol	MGI:97747	MP:0009115	abnormal fat cell morphology
PPARG	current symbol	MGI:97747	MP:0009116	abnormal brown fat cell morphology
PPARG	current symbol	MGI:97747	MP:0009117	abnormal white fat cell morphology
PPARG	current symbol	MGI:97747	MP:0009118	increased white fat cell size
PPARG	current symbol	MGI:97747	MP:0009119	increased brown fat cell size
PPARG	current symbol	MGI:97747	MP:0009124	increased brown fat cell lipid droplet size
PPARG	current symbol	MGI:97747	MP:0009125	decreased brown fat cell lipid droplet size
PPARG	current symbol	MGI:97747	MP:0009128	decreased brown fat cell number
PPARG	current symbol	MGI:97747	MP:0009131	decreased white fat cell number
PPARG	current symbol	MGI:97747	MP:0009132	abnormal white fat cell size
PPARG	current symbol	MGI:97747	MP:0009133	decreased white fat cell size
PPARG	current symbol	MGI:97747	MP:0009135	abnormal brown fat cell size
PPARG	current symbol	MGI:97747	MP:0009137	decreased brown fat lipid droplet number
PPARG	current symbol	MGI:97747	MP:0009165	abnormal endocrine pancreas morphology
PPARG	current symbol	MGI:97747	MP:0009269	decreased fat cell size
PPARG	current symbol	MGI:97747	MP:0009283	decreased gonadal fat pad weight
PPARG	current symbol	MGI:97747	MP:0009289	decreased epididymal fat pad weight
PPARG	current symbol	MGI:97747	MP:0009293	decreased inguinal fat pad weight
PPARG	current symbol	MGI:97747	MP:0009294	increased interscapular fat pad weight
PPARG	current symbol	MGI:97747	MP:0009295	decreased interscapular fat pad weight
PPARG	current symbol	MGI:97747	MP:0009305	decreased retroperitoneal fat pad weight
PPARG	current symbol	MGI:97747	MP:0009332	abnormal splenocyte morphology
PPARG	current symbol	MGI:97747	MP:0009338	increased splenocyte number
PPARG	current symbol	MGI:97747	MP:0009347	increased trabecular bone thickness
PPARG	current symbol	MGI:97747	MP:0009355	increased liver triglyceride level
PPARG	current symbol	MGI:97747	MP:0009506	abnormal mammary gland alveolus morphology
PPARG	current symbol	MGI:97747	MP:0009535	abnormal skin sebaceous gland morphology
PPARG	current symbol	MGI:97747	MP:0009766	increased sensitivity to xenobiotic induced morbidity/mortality
PPARG	current symbol	MGI:97747	MP:0009931	abnormal skin appearance
PPARG	current symbol	MGI:97747	MP:0009932	skin fibrosis
PPARG	current symbol	MGI:97747	MP:0010025	decreased total body fat amount
PPARG	current symbol	MGI:97747	MP:0010064	increased circulating creatine level
PPARG	current symbol	MGI:97747	MP:0010221	abnormal T-helper 17 cell differentiation
PPARG	current symbol	MGI:97747	MP:0010556	thin ventricle myocardium compact layer
PPARG	current symbol	MGI:97747	MP:0010678	abnormal skin adnexa morphology
PPARG	current symbol	MGI:97747	MP:0010725	thin interventricular septum
PPARG	current symbol	MGI:97747	MP:0010758	increased right ventricle systolic pressure
PPARG	current symbol	MGI:97747	MP:0010867	abnormal bone trabecula morphology
PPARG	current symbol	MGI:97747	MP:0010868	increased bone trabecula number
PPARG	current symbol	MGI:97747	MP:0010872	increased trabecular bone mass
PPARG	current symbol	MGI:97747	MP:0010875	increased bone volume
PPARG	current symbol	MGI:97747	MP:0010878	increased trabecular bone volume
PPARG	current symbol	MGI:97747	MP:0011020	abnormal circadian temperature homeostasis
PPARG	current symbol	MGI:97747	MP:0011075	abnormal macrophage activation involved in immune response
PPARG	current symbol	MGI:97747	MP:0011086	postnatal lethality, incomplete penetrance
PPARG	current symbol	MGI:97747	MP:0011091	prenatal lethality, complete penetrance
PPARG	current symbol	MGI:97747	MP:0011092	embryonic lethality, complete penetrance
PPARG	current symbol	MGI:97747	MP:0011098	embryonic lethality during organogenesis, complete penetrance
PPARG	current symbol	MGI:97747	MP:0011100	preweaning lethality, complete penetrance
PPARG	current symbol	MGI:97747	MP:0011168	abnormal fat cell differentiation
PPARG	current symbol	MGI:97747	MP:0011174	lipodystrophy
PPARG	current symbol	MGI:97747	MP:0011294	renal glomerulus hypertrophy
PPARG	current symbol	MGI:97747	MP:0011353	expanded mesangial matrix
PPARG	current symbol	MGI:97747	MP:0011369	increased renal glomerulus apoptosis
PPARG	current symbol	MGI:97747	MP:0011409	increased renal glomerulus basement membrane thickness
PPARG	current symbol	MGI:97747	MP:0011427	mesangial cell hyperplasia
PPARG	current symbol	MGI:97747	MP:0011442	abnormal renal sodium ion transport
PPARG	current symbol	MGI:97747	MP:0011940	decreased food intake
PPARG	current symbol	MGI:97747	MP:0011941	increased fluid intake
PPARG	current symbol	MGI:97747	MP:0012126	abnormal placenta hemotrichorial membrane morphology
PPARG	current symbol	MGI:97747	MP:0013242	abnormal amino acid metabolism
PPARG	current symbol	MGI:97747	MP:0014143	decreased body fat mass
PPARG	current symbol	MGI:97747	MP:0014146	decreased white adipose tissue mass
PPARG	current symbol	MGI:97747	MP:0014169	decreased brown adipose tissue mass
PPARG	current symbol	MGI:97747	MP:0030016	increased adipocyte glucose uptake
PPARG	current symbol	MGI:97747	MP:0030022	decreased muscle cell glucose uptake
PPARG	current symbol	MGI:97747	MP:0030923	abnormal hair follicle ostium morphology
PPARG	current symbol	MGI:97747	MP:0030968	decreased circulating adiponectin level
PPARG	current symbol	MGI:97747	MP:0030969	increased circulating adiponectin level
PPARG	current symbol	MGI:97747	MP:0031115	macrovesicular hepatic steatosis
PPARG	current symbol	MGI:97747	MP:0031116	microvesicular hepatic steatosis
COL1A1	current symbol	MGI:88467	MP:0000013	abnormal adipose tissue distribution
COL1A1	current symbol	MGI:88467	MP:0000060	delayed bone ossification
